iter,compliance,volume,tip_dy,pcg_res,beta,penal,pcg_iters
117,195.20540240730386,0.4999995134644291,-195.20540240730386,9.092935111635837e-09,8.0,4.0,714
118,195.206228863406,0.5000001300295966,-195.206228863406,9.932281915179728e-09,8.0,4.0,714
119,195.20516768654218,0.5000005890441942,-195.20516768654218,9.043857527418811e-09,8.0,4.0,714
120,195.20632853342266,0.49999935703071446,-195.20632853342266,9.382291202015428e-09,8.0,4.0,714
121,195.20519628214342,0.500000376308117,-195.20519628214342,9.004859737476296e-09,8.0,4.0,714
122,195.20619587870598,0.4999998631351001,-195.20619587870598,9.4788853577927e-09,8.0,4.0,714
123,195.20534801201205,0.4999994701744904,-195.20534801201205,9.356407216008231e-09,8.0,4.0,714
124,195.20600270384352,0.5000006810537008,-195.20600270384352,9.2694712496341e-09,8.0,4.0,714
125,195.2053104906296,0.4999995134863888,-195.2053104906296,9.007494708421535e-09,8.0,4.0,714
126,195.2061170069102,0.4999998868875368,-195.2061170069102,9.389814065630217e-09,8.0,4.0,714
127,195.20523002484106,0.4999998849023738,-195.20523002484106,9.06185358812521e-09,8.0,4.0,714
128,195.2061056482917,0.4999997935601026,-195.2061056482917,9.087831695489122e-09,8.0,4.0,714
129,195.20518633263836,0.5000000568771166,-195.20518633263836,9.11347865369398e-09,8.0,4.0,714
130,195.20609231710714,0.49999972791172237,-195.20609231710714,9.249448949618234e-09,8.0,4.0,714
131,195.2051788751952,0.5000000514734222,-195.2051788751952,8.9266541028476e-09,8.0,4.0,714
132,195.20609535939508,0.49999959658795007,-195.20609535939508,9.238534905385937e-09,8.0,4.0,714
133,195.20520592368055,0.4999998815725605,-195.20520592368055,8.954020998858264e-09,8.0,4.0,714
134,195.2061241518355,0.4999993465832173,-195.2061241518355,9.245336084515616e-09,8.0,4.0,714
135,195.20526852104805,0.4999995406524699,-195.20526852104805,9.082970504272603e-09,8.0,4.0,714
136,195.2059198811144,0.5000003272800826,-195.2059198811144,9.221373167322707e-09,8.0,4.0,714
137,195.20512090190002,0.5000002131813616,-195.20512090190002,8.917007946435113e-09,8.0,4.0,714
138,195.2059704329276,0.49999997426192017,-195.2059704329276,9.283255913622141e-09,8.0,4.0,714
139,195.20518802729114,0.49999988707739274,-195.20518802729114,8.925381671732547e-09,8.0,4.0,714
140,195.2060636115244,0.4999994350560409,-195.2060636115244,7.200755857255029e-09,8.0,4.0,715
141,195.2050309132586,0.500000699599156,-195.2050309132586,9.408283145604808e-09,8.0,4.0,714
142,195.20598391499357,0.49999979199601924,-195.20598391499357,9.216275861234855e-09,8.0,4.0,714
143,195.20515338321096,0.500000066671465,-195.20515338321096,9.51860218495019e-09,8.0,4.0,714
144,195.2058120858185,0.5000006533345837,-195.2058120858185,9.309400755127954e-09,8.0,4.0,714
145,195.20507413813348,0.5000004151200879,-195.20507413813348,8.937887244582907e-09,8.0,4.0,714
146,195.20591977502283,0.500000040792743,-195.20591977502283,9.831461609110917e-09,8.0,4.0,714
147,195.20521356198796,0.4999997419135591,-195.20521356198796,9.031310996996825e-09,8.0,4.0,714
148,195.2058137950212,0.5000005724260942,-195.2058137950212,9.179121589567346e-09,8.0,4.0,714
149,195.20516286916853,0.4999999610283793,-195.20516286916853,8.946936536031293e-09,8.0,4.0,714
150,195.20596841815458,0.49999972457151587,-195.20596841815458,9.20599923136253e-09,8.0,4.0,714
151,195.2050515882513,0.500000573497454,-195.2050515882513,9.110114549490066e-09,8.0,4.0,714
152,195.20595617636968,0.49999976431449017,-195.20595617636968,9.189231243203617e-09,8.0,4.0,714
153,195.20523145975102,0.49999966988797984,-195.20523145975102,9.434575882395406e-09,8.0,4.0,714
154,195.20585362728912,0.500000287711176,-195.20585362728912,9.208400241111473e-09,8.0,4.0,714
155,195.2052166076776,0.4999997018565701,-195.2052166076776,8.951344676587562e-09,8.0,4.0,714
156,195.2060269047588,0.4999993513005945,-195.2060269047588,9.185511751075827e-09,8.0,4.0,714
157,195.20513691435045,0.5000001528371417,-195.20513691435045,8.986957548033423e-09,8.0,4.0,714
158,195.20577518058485,0.5000006417767768,-195.20577518058485,9.27780988560399e-09,8.0,4.0,714
159,195.20510675448307,0.5000002629021955,-195.20510675448307,9.030274574310611e-09,8.0,4.0,714
160,195.20592231484878,0.4999998555423039,-195.20592231484878,9.134640788246807e-09,8.0,4.0,714
161,195.20529585296427,0.4999993399179017,-195.20529585296427,9.071584035147543e-09,8.0,4.0,714
162,195.20586747042307,0.5000001435094793,-195.20586747042307,9.385393798680284e-09,8.0,4.0,714
163,195.2050213709978,0.5000006921595708,-195.2050213709978,9.326742793603055e-09,8.0,4.0,714
164,195.2058816110226,0.5000000602388389,-195.2058816110226,9.611515020917427e-09,8.0,4.0,714
165,195.20519990231298,0.49999982498058604,-195.20519990231298,9.018342532638835e-09,8.0,4.0,714
166,195.2057922640751,0.5000005088493877,-195.2057922640751,9.450087570353109e-09,8.0,4.0,714
167,195.20520112996945,0.499999784761514,-195.20520112996945,9.06089985924817e-09,8.0,4.0,714
168,195.20599266999955,0.49999944492318804,-195.20599266999955,9.190526876544962e-09,8.0,4.0,714
169,195.20514314552287,0.5000001331289148,-195.20514314552287,9.242204553429829e-09,8.0,4.0,714
170,195.2057691088222,0.5000005980857951,-195.2057691088222,9.361164775913897e-09,8.0,4.0,714
171,195.2051390785778,0.5000001158542571,-195.2051390785778,8.960331627279773e-09,8.0,4.0,714
172,195.2059444732732,0.49999967291182096,-195.2059444732732,9.070220081071952e-09,8.0,4.0,714
173,195.20507369199694,0.5000004911271447,-195.20507369199694,9.018520832436644e-09,8.0,4.0,714
174,195.2059724138122,0.49999952556441185,-195.2059724138122,9.18256465893848e-09,8.0,4.0,714
175,195.20530321562774,0.49999933934085405,-195.20530321562774,9.723312218039265e-09,8.0,4.0,714
176,195.20591515328223,0.4999998303576515,-195.20591515328223,9.674707161445365e-09,8.0,4.0,714
177,195.20506072191787,0.500000523131504,-195.20506072191787,9.279027006924389e-09,8.0,4.0,714
178,195.2059415176093,0.4999996886172392,-195.2059415176093,9.05469547760729e-09,8.0,4.0,714
179,195.20526602961723,0.49999951852887387,-195.20526602961723,8.995793237288452e-09,8.0,4.0,714
180,195.2058687968644,0.500000055145638,-195.2058687968644,9.807437814979199e-09,8.0,4.0,714
181,195.2052908461407,0.4999993584005279,-195.2052908461407,9.142596315370093e-09,8.0,4.0,714
182,195.20582539067303,0.5000002661765647,-195.20582539067303,9.2019523474216e-09,8.0,4.0,714
183,195.20529162339773,0.4999993391052112,-195.20529162339773,9.189733318649814e-09,8.0,4.0,714
184,195.2057921777376,0.5000004289908181,-195.2057921777376,9.53823449483022e-09,8.0,4.0,714
185,195.20528133363507,0.4999993829129581,-195.20528133363507,9.394074038780391e-09,8.0,4.0,714
186,195.2057647005498,0.5000005645635469,-195.2057647005498,9.156167134885665e-09,8.0,4.0,714
187,195.20526576711057,0.49999945741090657,-195.20526576711057,9.205682904940202e-09,8.0,4.0,714
188,195.20600256789206,0.49999931949274257,-195.20600256789206,9.313903143669615e-09,8.0,4.0,714
189,195.20521002190742,0.499999807866529,-195.20521002190742,8.987200703624673e-09,8.0,4.0,714
190,195.2058088259446,0.5000003263636564,-195.2058088259446,9.410614745718033e-09,8.0,4.0,714
191,195.20521639741963,0.499999746076135,-195.20521639741963,9.354522212364802e-09,8.0,4.0,714
192,195.20574948270763,0.5000006262828538,-195.20574948270763,9.752259300732632e-09,8.0,4.0,714
193,195.20520881573916,0.49999977484518476,-195.20520881573916,8.993258589532373e-09,8.0,4.0,714
194,195.20597335765785,0.4999994595215745,-195.20597335765785,9.466759057505952e-09,8.0,4.0,714
195,195.20515092760454,0.5000001223293343,-195.20515092760454,9.193778265899034e-09,8.0,4.0,714
196,195.20577423218484,0.5000004947099322,-195.20577423218484,9.288138391703623e-09,8.0,4.0,714
197,195.2051607859892,0.5000000418432633,-195.2051607859892,9.576404973499958e-09,8.0,4.0,714
198,195.205972642629,0.49999946007554436,-195.205972642629,9.430918360762837e-09,8.0,4.0,714
199,195.20510911894044,0.5000003472476156,-195.20510911894044,9.550080205963784e-09,8.0,4.0,714
200,195.20576353656125,0.5000005462451584,-195.20576353656125,9.31837919347093e-09,8.0,4.0,714
