dim: 2
grid: 60x20
particles: 1200
active_elements: 1200
mpm_final_compliance: 195.20512391460196
mpm_final_volume: 0.5000002388028527
ref_final_compliance: 195.20529466089027
ref_final_volume: 0.499999204148444
corr: 0.9999999996292904
rmse: 1.3415312937927138e-05
iou@0.5: 1.0
dice@0.5: 1.0
active_binary_mpm: 598
active_binary_ref: 598
matches_simp: True
gif: not requested
