iter,compliance,volume,tip_dy
1.0,935.5116391885798,0.5,-935.51163919278
2.0,544.6624302017335,0.49999847993664265,-544.6624302016694
3.0,382.6700490952814,0.4999879792352539,-382.6700490954745
4.0,319.7502420163963,0.5000285543412097,-319.7502420164088
5.0,301.6952482172353,0.4999932163556552,-301.6952482172635
6.0,289.69747993771557,0.4999784781269536,-289.6974799377205
7.0,280.23467733958466,0.5000125825911691,-280.234677339512
8.0,272.0333488453148,0.4999981211874288,-272.03334884524816
9.0,265.4834381373373,0.5000013931091197,-265.48343813733976
10.0,259.21175979024514,0.4999803236446504,-259.2117597904107
11.0,254.09377935996483,0.4999841033606041,-254.0937793601327
12.0,249.52127751647595,0.4999800631040254,-249.5212775165054
13.0,245.56768865411834,0.4999832562046518,-245.56768865398897
14.0,241.47475589766526,0.49999536047160936,-241.47475589778207
15.0,236.6767896737352,0.4999880116723681,-236.676789673788
16.0,230.34380047295875,0.499990736445729,-230.34380047305388
17.0,223.40858964579382,0.49999092573315457,-223.40858964566743
18.0,217.42522735964587,0.5000107026027094,-217.42522735980754
19.0,213.00137349432578,0.49999068470208274,-213.0013734943318
20.0,209.61426068383503,0.5000094420510789,-209.61426068378236
21.0,201.00666156613588,0.5016203256268891,-201.0066615661819
22.0,199.14881885576511,0.5000017271533646,-199.14881885569747
23.0,196.94991414103154,0.5000019503119492,-196.94991414095009
24.0,195.64588818531573,0.5000009352459239,-195.6458881854124
25.0,194.92081251488491,0.5000028159633657,-194.92081251485638
26.0,203.45046362299513,0.5000023679639773,-203.45046362315932
27.0,202.85795369198786,0.49999807340266084,-202.85795369188838
28.0,202.46061968877132,0.5000002178266818,-202.46061968878715
29.0,202.19070764002691,0.4999995321018283,-202.1907076401371
30.0,201.99967565972105,0.49999824110514746,-201.99967565982166
31.0,201.86150741709963,0.49999942289253096,-201.86150741723839
32.0,201.76024388545704,0.5000015876518753,-201.76024388546787
33.0,201.68191091129026,0.49999927038103614,-201.6819109114047
34.0,201.6159271200213,0.5000020219317334,-201.6159271200865
35.0,201.56315023676945,0.49999765978574845,-201.56315023689592
36.0,201.51534824061895,0.5000008767370351,-201.5153482405712
37.0,201.4743649485731,0.5000008802105957,-201.47436494867827
38.0,201.43765403736177,0.5000000995767725,-201.43765403740358
39.0,201.40209544160228,0.5000019619585682,-201.4020954417697
40.0,201.36973642897988,0.4999985209968701,-201.36973642895592
41.0,186.8828269935188,0.5021169825183248,-186.88282699363202
42.0,187.45771442078066,0.4999983424280887,-187.45771442087465
43.0,187.32142848812435,0.4999999047406507,-187.32142848807135
44.0,187.188619618624,0.49999854009720535,-187.18861961854154
45.0,187.0863473592636,0.49999957534339046,-187.08634735926066
46.0,187.02483064993473,0.4999997323579643,-187.02483065007695
47.0,186.98937953385024,0.5000004058821688,-186.9893795338334
48.0,186.9581420552517,0.49999919743068677,-186.9581420552696
49.0,186.92891604572335,0.5000009586726464,-186.92891604569635
50.0,186.90348019784784,0.5000004260529954,-186.90348019780447
51.0,186.88027581713948,0.49999966008755714,-186.88027581709719
52.0,186.85731828598088,0.5000005360302464,-186.85731828593902
53.0,186.83422340216134,0.49999971534524557,-186.83422340209682
54.0,186.80852394689975,0.5000011944252382,-186.80852394690473
55.0,186.78188580585723,0.49999880635845795,-186.78188580603472
56.0,186.75058467165525,0.5000001559200384,-186.75058467171542
57.0,186.71112953919535,0.499999095664109,-186.71112953923492
58.0,186.6534296579477,0.4999991815631361,-186.65342965793138
59.0,186.5789733243895,0.5000007276428347,-186.5789733244926
60.0,186.51456367375553,0.4999996923365838,-186.51456367382184
61.0,175.47286357752066,0.5004738971649234,-175.4728635776043
62.0,175.45215201663467,0.499999546944281,-175.45215201661546
63.0,175.4082611317254,0.49999946095942427,-175.40826113181234
64.0,175.40760640526207,0.4999999734713928,-175.40760640537658
65.0,175.39993062392756,0.5000004009035018,-175.39993062398358
66.0,175.40419977394163,0.5000000239264402,-175.40419977394447
67.0,175.3997026346635,0.5000004715773514,-175.39970263471474
68.0,175.40389964631726,0.4999991265651384,-175.4038996464197
69.0,175.40046437088603,0.4999999149304594,-175.40046437092718
70.0,175.40416893880496,0.5000000585588394,-175.40416893882264
71.0,175.4018644877828,0.49999916163973523,-175.40186448785585
72.0,175.4057544769625,0.4999990010662042,-175.40575447699092
73.0,175.4023999827662,0.5000003722249153,-175.4023999828296
74.0,175.40661499691907,0.5000010620215778,-175.40661499681897
75.0,175.40237336425747,0.49999926348038076,-175.4023733643016
76.0,175.40578757781384,0.5000010195819301,-175.40578757785588
77.0,175.40053814090024,0.5000008692770582,-175.40053814084504
78.0,175.40463710259473,0.4999991045109518,-175.4046371026538
79.0,175.3990814147445,0.5000005339889725,-175.39908141485887
80.0,175.40274252597519,0.5000007073212407,-175.4027425259118
81.0,175.39752717032525,0.5000000666633122,-175.39752717028824
82.0,175.40149034712738,0.4999992484657456,-175.4014903473087
83.0,175.39565967924088,0.5000007773858655,-175.39565967927376
84.0,175.399918842237,0.5000001558998133,-175.39991884231085
85.0,175.39462505042528,0.5000002645517858,-175.39462505056568
86.0,175.39887947423819,0.5000009076898229,-175.39887947426809
