iter,compliance,volume,tip_dy,pcg_res,beta,penal,pcg_iters
55,205.6019369292777,0.4999988770601846,-205.6019369292777,8.502229284142421e-09,4.0,4.0,538
56,205.56138361466205,0.5000013952677421,-205.56138361466202,8.725203978498308e-09,4.0,4.0,538
57,205.50596026225693,0.5000014060186916,-205.50596026225693,9.015921844199995e-09,4.0,4.0,538
58,205.45543817874108,0.5000008711387126,-205.45543817874108,9.026165158949173e-09,4.0,4.0,536
59,205.41202189699726,0.4999989372044219,-205.41202189699726,7.339308766699743e-09,4.0,4.0,539
60,205.35454918067504,0.4999986527030563,-205.354549180675,9.445451330375344e-09,4.0,4.0,539
61,193.63546695406052,0.5006870337864046,-193.63546695406052,9.668516367209717e-09,8.0,4.0,533
62,193.6549678078413,0.500000564794221,-193.65496780784127,7.982629144424615e-09,8.0,4.0,534
63,193.60380381660076,0.4999992933671256,-193.60380381660076,9.850708459869537e-09,8.0,4.0,539
64,193.57155694634628,0.49999984687607046,-193.57155694634628,8.062592908270757e-09,8.0,4.0,541
65,193.54332589543498,0.5000001129748586,-193.54332589543498,9.659718189774851e-09,8.0,4.0,539
66,193.51419495462875,0.4999999178561967,-193.51419495462872,9.108296078140976e-09,8.0,4.0,538
67,193.48660247041948,0.5000005334666754,-193.48660247041948,8.033078835026502e-09,8.0,4.0,541
68,193.46593044325164,0.5000001189749412,-193.46593044325166,7.52484854111386e-09,8.0,4.0,541
69,193.45588767362662,0.5000003916207814,-193.4558876736266,7.509445672462867e-09,8.0,4.0,541
70,193.44619579571167,0.4999997914243672,-193.44619579571165,9.602849000949011e-09,8.0,4.0,540
71,193.439531425566,0.4999995592914892,-193.43953142556597,9.777592924241255e-09,8.0,4.0,540
72,193.4310970237653,0.49999977313411137,-193.4310970237653,8.579502807311213e-09,8.0,4.0,540
73,193.42523230043423,0.5000001400694598,-193.42523230043423,9.468532367974098e-09,8.0,4.0,539
74,193.4188724534847,0.5000002901252638,-193.41887245348474,8.066045715714389e-09,8.0,4.0,533
75,193.41509005459218,0.5000001250553119,-193.41509005459216,8.665008333129258e-09,8.0,4.0,533
76,193.4105696495533,0.5000001315360001,-193.41056964955328,8.827821625141188e-09,8.0,4.0,533
77,193.4086769704179,0.4999998044601505,-193.40867697041787,9.511141265938594e-09,8.0,4.0,533
78,193.40576478299357,0.4999994784459109,-193.40576478299357,8.106173777868262e-09,8.0,4.0,534
79,193.40476575200898,0.4999998905162636,-193.40476575200898,9.90278297738834e-09,8.0,4.0,533
80,193.40233031524403,0.5000001142912461,-193.40233031524406,8.029519791995033e-09,8.0,4.0,534
81,193.4020453615219,0.4999998407369594,-193.4020453615219,9.873058973737207e-09,8.0,4.0,533
82,193.399966698959,0.5000003020180777,-193.399966698959,8.375474747815033e-09,8.0,4.0,534
83,193.400022923355,0.5000003693667511,-193.40002292335498,9.59832276901377e-09,8.0,4.0,533
84,193.39841096192623,0.5000001389840458,-193.39841096192623,8.651266098964267e-09,8.0,4.0,534
85,193.39877396600681,0.5000001719512394,-193.39877396600684,9.906068142538917e-09,8.0,4.0,533
86,193.39744715143388,0.5000000580986179,-193.39744715143388,9.811079226677205e-09,8.0,4.0,534
87,193.39807643844048,0.4999999470099373,-193.3980764384405,8.619419197283678e-09,8.0,4.0,534
88,193.39678060792426,0.5000003857157365,-193.39678060792428,9.676284582377982e-09,8.0,4.0,539
89,193.39764478630826,0.4999994755710645,-193.39764478630826,9.685595697234677e-09,8.0,4.0,534
90,193.39638634950737,0.5000001443996012,-193.39638634950737,9.566217088166558e-09,8.0,4.0,539
91,193.39708012499796,0.5000004367069455,-193.39708012499796,9.910773614992173e-09,8.0,4.0,535
92,193.39619894427793,0.4999994850519994,-193.39619894427793,9.69680265032335e-09,8.0,4.0,539
93,193.3968770502756,0.5000001411537347,-193.3968770502756,8.151196280610788e-09,8.0,4.0,540
94,193.39582306556036,0.5000002037153715,-193.39582306556036,9.778388016211798e-09,8.0,4.0,539
95,193.39665066441611,0.5000003121298585,-193.39665066441611,8.314425875571867e-09,8.0,4.0,540
96,193.39578592487703,0.4999995551831962,-193.39578592487703,9.726209516776258e-09,8.0,4.0,539
97,193.3964519170101,0.5000005662182069,-193.3964519170101,8.2226106470224e-09,8.0,4.0,540
98,193.395558897754,0.4999999844466529,-193.39555889775397,9.872755250023172e-09,8.0,4.0,539
99,193.3964061707584,0.5000001876008637,-193.39640617075838,8.250048925558953e-09,8.0,4.0,540
100,193.3953554276211,0.5000003993182919,-193.3953554276211,7.67978227779919e-09,8.0,4.0,540
101,193.39624949511983,0.5000004349067612,-193.39624949511983,8.539507434070558e-09,8.0,4.0,540
102,193.39540940955894,0.49999969253141324,-193.3954094095589,7.73728486403088e-09,8.0,4.0,540
103,193.39613579915024,0.5000005627872965,-193.39613579915027,8.358662898559117e-09,8.0,4.0,540
104,193.39536846188315,0.49999949816537653,-193.39536846188315,7.830354605862719e-09,8.0,4.0,540
105,193.39605563755953,0.5000005779073946,-193.39605563755953,8.781466309900119e-09,8.0,4.0,540
106,193.3953002098829,0.49999947817119805,-193.39530020988286,7.926529507709463e-09,8.0,4.0,540
107,193.39599559462286,0.5000005594109922,-193.39599559462286,8.543213957598194e-09,8.0,4.0,540
108,193.39501888584738,0.5000005075057647,-193.39501888584738,7.907750868165242e-09,8.0,4.0,540
109,193.39598431825027,0.5000003174779017,-193.39598431825027,8.6761961799001e-09,8.0,4.0,540
110,193.3951363859695,0.49999969705276515,-193.3951363859695,8.169890567218721e-09,8.0,4.0,540
111,193.39602053564377,0.49999991684628364,-193.39602053564377,8.630077102420163e-09,8.0,4.0,540
112,193.3949472273945,0.5000003361540117,-193.3949472273945,8.078087069659704e-09,8.0,4.0,540
113,193.39584361152953,0.5000005311379961,-193.39584361152953,9.087139106215038e-09,8.0,4.0,540
114,193.3949058390849,0.5000003303004743,-193.3949058390849,8.23346993464185e-09,8.0,4.0,540
115,193.39588715643242,0.5000001362346673,-193.39588715643242,8.783073066121538e-09,8.0,4.0,540
116,193.39492722943132,0.5000000364446817,-193.39492722943132,8.241161194660863e-09,8.0,4.0,540
117,193.3959912869691,0.4999994619187824,-193.3959912869691,9.008237412923772e-09,8.0,4.0,540
118,193.3949818754562,0.49999960373092733,-193.39498187545624,8.520657721486002e-09,8.0,4.0,540
119,193.3958846035815,0.4999998306954154,-193.3958846035815,8.97594758400797e-09,8.0,4.0,540
120,193.39483002663343,0.5000001596937222,-193.39483002663343,8.660564967226748e-09,8.0,4.0,540
121,193.39575320772798,0.5000003131303228,-193.395753207728,9.20539621191548e-09,8.0,4.0,540
122,193.3948659611067,0.49999986430947,-193.39486596110666,8.94333081293639e-09,8.0,4.0,540
123,193.39586665485578,0.4999996528917168,-193.39586665485575,9.493480255901344e-09,8.0,4.0,540
124,193.39473864016645,0.5000003081169775,-193.39473864016645,9.173577968826009e-09,8.0,4.0,540
125,193.39580406828674,0.4999998149867544,-193.39580406828674,9.413625580097535e-09,8.0,4.0,540
126,193.39479214386077,0.49999993600517756,-193.39479214386077,8.840545117081104e-09,8.0,4.0,540
127,193.39572300107167,0.5000001054339938,-193.3957230010717,9.436284742691058e-09,8.0,4.0,540
128,193.39468893500188,0.5000003037427494,-193.39468893500188,8.77516044572255e-09,8.0,4.0,540
129,193.3956376208286,0.5000004037150743,-193.39563762082864,9.571736379476466e-09,8.0,4.0,540
130,193.39477756689328,0.4999997919832088,-193.39477756689328,8.758332216786237e-09,8.0,4.0,540
131,193.39580170380782,0.49999952760828975,-193.3958017038078,9.578053084343245e-09,8.0,4.0,540
132,193.39470460529728,0.500000012349695,-193.39470460529725,8.756952621478937e-09,8.0,4.0,540
133,193.39578810754438,0.4999994815539738,-193.39578810754438,9.374540274712368e-09,8.0,4.0,540
134,193.3945797841354,0.5000004808327104,-193.39457978413543,8.838790965429336e-09,8.0,4.0,540
135,193.39575855161323,0.49999951568384976,-193.39575855161326,9.50955257718955e-09,8.0,4.0,540
136,193.3946712809389,0.499999958659983,-193.39467128093887,9.170960447731839e-09,8.0,4.0,540
137,193.3957263149862,0.4999995972598822,-193.39572631498618,9.408551213455245e-09,8.0,4.0,540
138,193.3946110913904,0.5000001450417629,-193.39461109139037,8.901765088514325e-09,8.0,4.0,540
139,193.3956909905149,0.49999967719258787,-193.3956909905149,9.813287497408571e-09,8.0,4.0,540
140,193.3945135861229,0.5000005063855957,-193.3945135861229,9.099105707022186e-09,8.0,4.0,540
141,193.39566323374223,0.4999997188422616,-193.3956632337422,9.89324384798833e-09,8.0,4.0,540
142,193.3946314622749,0.49999987572330606,-193.3946314622749,8.945805381399139e-09,8.0,4.0,540
143,193.39563953018967,0.49999977460806133,-193.39563953018967,9.61724319882676e-09,8.0,4.0,540
144,193.39459219604777,0.4999999791052996,-193.39459219604774,9.139606162690854e-09,8.0,4.0,540
145,193.39561459619745,0.49999981927420234,-193.39561459619745,9.874082963814372e-09,8.0,4.0,540
146,193.39451461371561,0.5000002606146872,-193.39451461371561,9.284187840264418e-09,8.0,4.0,540
147,193.39559900376693,0.4999998157743155,-193.39559900376696,9.872974804289547e-09,8.0,4.0,540
148,193.39465121365464,0.49999955455692063,-193.39465121365464,9.443128761583465e-09,8.0,4.0,540
149,193.39559025849798,0.4999998107388025,-193.39559025849798,9.985331952095813e-09,8.0,4.0,540
150,193.3946329570787,0.49999956802774737,-193.3946329570787,9.02153957247884e-09,8.0,4.0,540
151,193.39558027500158,0.4999997928556026,-193.39558027500155,9.92996173922207e-09,8.0,4.0,540
152,193.39457318001453,0.49999977423835584,-193.39457318001453,9.622506000809609e-09,8.0,4.0,540
153,193.3955781977213,0.49999973280197757,-193.39557819772133,9.92726558848069e-09,8.0,4.0,540
154,193.39449833893212,0.5000000507949446,-193.39449833893215,9.05732723782725e-09,8.0,4.0,540
155,193.395584424628,0.4999996316983929,-193.395584424628,7.57327037096019e-09,8.0,4.0,541
156,193.39441625588194,0.50000036079596,-193.39441625588194,9.104866906826285e-09,8.0,4.0,540
157,193.39559819596855,0.49999949326797344,-193.3955981959686,9.987116841184015e-09,8.0,4.0,540
158,193.39455694353705,0.4999996409793567,-193.39455694353705,9.115097379188292e-09,8.0,4.0,540
159,193.39537562803636,0.5000005163984887,-193.39537562803636,9.837244652268328e-09,8.0,4.0,540
160,193.39455668157046,0.49999960892284323,-193.39455668157044,9.080731102221356e-09,8.0,4.0,540
161,193.39556929933642,0.49999954233274196,-193.39556929933642,7.582459716199742e-09,8.0,4.0,541
162,193.39450873140467,0.4999997427366698,-193.39450873140464,9.153055580699662e-09,8.0,4.0,540
163,193.3953779013574,0.5000003850210855,-193.39537790135742,9.896656167536816e-09,8.0,4.0,540
164,193.3944506802518,0.4999999714235239,-193.3944506802518,9.102088116870518e-09,8.0,4.0,540
165,193.39535520731468,0.500000437440407,-193.39535520731465,9.889167291406668e-09,8.0,4.0,540
166,193.3943881599453,0.5000002051069492,-193.39438815994532,9.609473352385655e-09,8.0,4.0,540
167,193.3953600537874,0.5000003523204929,-193.3953600537874,7.482278900392451e-09,8.0,4.0,541
168,193.39431917483694,0.5000004637191674,-193.39431917483694,9.210214580989863e-09,8.0,4.0,540
169,193.39537964813584,0.5000001933394718,-193.39537964813584,7.522807840640276e-09,8.0,4.0,541
170,193.39447169528074,0.4999996962215888,-193.3944716952807,9.054448276348082e-09,8.0,4.0,540
171,193.39540677426186,0.5000000267538267,-193.39540677426183,7.57953312101161e-09,8.0,4.0,541
172,193.3944697104861,0.4999996422269201,-193.3944697104861,9.306146947508073e-09,8.0,4.0,540
173,193.3954326527866,0.4999998433505279,-193.3954326527866,7.505757127373473e-09,8.0,4.0,541
174,193.39442442581617,0.4999997856103091,-193.39442442581617,9.294033435243437e-09,8.0,4.0,540
175,193.39546547172867,0.4999996188290089,-193.39546547172867,7.580198795222464e-09,8.0,4.0,541
176,193.39435952661537,0.5000000178420101,-193.39435952661537,9.259973867662712e-09,8.0,4.0,540
177,193.3952648179582,0.5000005074033024,-193.39526481795818,7.573276813002616e-09,8.0,4.0,541
178,193.39429363147644,0.5000002856898866,-193.39429363147644,9.116714496059404e-09,8.0,4.0,540
179,193.39524889007762,0.500000523755175,-193.39524889007762,7.570368340178718e-09,8.0,4.0,541
180,193.39445014292653,0.49999950524006,-193.3944501429265,9.198076143753591e-09,8.0,4.0,540
181,193.39526436833268,0.5000004125873544,-193.39526436833265,7.597855108555395e-09,8.0,4.0,541
182,193.3942238003587,0.5000004806864308,-193.3942238003587,9.162013557072917e-09,8.0,4.0,540
183,193.39530027070305,0.5000001627032,-193.39530027070305,7.584494142261594e-09,8.0,4.0,541
184,193.39432388729682,0.49999995509163564,-193.39432388729682,9.10244115814019e-09,8.0,4.0,540
185,193.39533969318228,0.49999991035821656,-193.39533969318228,7.563797561716108e-09,8.0,4.0,541
186,193.39429097205146,0.5000000385622061,-193.39429097205146,9.202817203268569e-09,8.0,4.0,540
187,193.39538605307888,0.4999996118670379,-193.39538605307888,9.996722926295318e-09,8.0,4.0,540
188,193.3942184744277,0.5000002994353887,-193.39421847442767,9.153957363216248e-09,8.0,4.0,540
189,193.3952021491321,0.5000004076977872,-193.39520214913207,7.672318783968176e-09,8.0,4.0,541
190,193.39436277129866,0.4999995861390221,-193.39436277129863,9.08333586249468e-09,8.0,4.0,540
191,193.3952035963746,0.5000003565899658,-193.39520359637464,7.648962880977522e-09,8.0,4.0,541
192,193.39434738287352,0.4999995899175498,-193.39434738287352,9.108358557585205e-09,8.0,4.0,540
193,193.39523272409545,0.500000142205868,-193.39523272409542,9.976355806881448e-09,8.0,4.0,540
194,193.3942803031338,0.49999982426742895,-193.3942803031338,9.111762463171533e-09,8.0,4.0,540
195,193.39528357546664,0.4999998115258468,-193.39528357546664,7.562908358554365e-09,8.0,4.0,541
196,193.39418514081063,0.5000001844298444,-193.39418514081063,9.417283367066764e-09,8.0,4.0,540
197,193.39511109344173,0.5000005411423964,-193.39511109344176,7.669099178803417e-09,8.0,4.0,541
198,193.3943064226498,0.499999570727204,-193.3943064226498,9.190249029901174e-09,8.0,4.0,540
199,193.39512920110343,0.5000003963922299,-193.39512920110343,7.635531418093968e-09,8.0,4.0,541
200,193.39426464242229,0.49999968868359645,-193.3942646424223,9.267628095051483e-09,8.0,4.0,540
