iter,compliance,volume,tip_dy,pcg_res,beta,penal,pcg_iters
58,97.6701267238373,0.4000000572337261,-97.6701267238373,9.489508619737029e-09,4.0,4.0,597
59,97.63856260258562,0.3999990419113053,-97.63856260258562,9.951368488832639e-09,4.0,4.0,596
60,97.61180283966549,0.4000004403952421,-97.61180283966549,9.551609992339235e-09,4.0,4.0,596
61,90.78937185130648,0.3997272352468044,-90.78937185130648,9.664534802891952e-09,8.0,4.0,605
62,90.64242128347234,0.4000003032783776,-90.64242128347234,8.228244072597569e-09,8.0,4.0,605
63,90.58459650284047,0.40000102802710985,-90.58459650284047,8.737039252668689e-09,8.0,4.0,605
64,90.56705689807902,0.4000004999510687,-90.56705689807902,9.358632354037127e-09,8.0,4.0,604
65,90.55175899839983,0.400000577519615,-90.55175899839983,9.352654807416434e-09,8.0,4.0,604
66,90.55100384806424,0.400000319639445,-90.55100384806424,8.17802526729994e-09,8.0,4.0,599
67,90.54587276430274,0.39999970524292194,-90.54587276430274,6.489988011387027e-09,8.0,4.0,600
68,90.54876242563776,0.40000055237872867,-90.54876242563776,9.27119615781276e-09,8.0,4.0,599
69,90.54429611480653,0.4000011292326361,-90.54429611480653,8.515614023150075e-09,8.0,4.0,599
70,90.54862150761656,0.39999908439831383,-90.54862150761656,8.688664103163959e-09,8.0,4.0,599
71,90.54438516842536,0.39999953861862136,-90.54438516842536,8.56044557210048e-09,8.0,4.0,599
72,90.54825142751841,0.40000101290060736,-90.54825142751841,9.246923445671458e-09,8.0,4.0,599
73,90.54495194959013,0.3999993031493052,-90.54495194959013,6.873411023984371e-09,8.0,4.0,600
74,90.5488551584427,0.3999996285630886,-90.5488551584427,8.461289995126517e-09,8.0,4.0,599
75,90.54577420323541,0.40000040596953734,-90.54577420323541,6.646934083523131e-09,8.0,4.0,600
76,90.54913630263441,0.4000004469570102,-90.54913630263441,8.898618565455869e-09,8.0,4.0,599
77,90.54698958424339,0.4000006753285198,-90.54698958424339,7.212160886894465e-09,8.0,4.0,600
78,90.5492375527219,0.400001054092244,-90.5492375527219,9.220210111597282e-09,8.0,4.0,600
79,90.54727589193078,0.39999925448627743,-90.54727589193078,7.289327019399872e-09,8.0,4.0,600
80,90.54916706481102,0.40000010649355977,-90.54916706481102,8.362255422666285e-09,8.0,4.0,604
81,90.54701839748378,0.3999993172531856,-90.54701839748378,8.800359191758568e-09,8.0,4.0,600
82,90.54877524153058,0.4000008322286798,-90.54877524153058,9.035821170507257e-09,8.0,4.0,604
83,90.54647653686264,0.4000009577904913,-90.54647653686264,7.974073091342113e-09,8.0,4.0,605
84,90.54876327917044,0.39999980530648743,-90.54876327917044,7.965556167761674e-09,8.0,4.0,605
85,90.54637136633914,0.4000004992715236,-90.54637136633914,8.77584329480104e-09,8.0,4.0,605
86,90.54848554844796,0.4000004070954179,-90.54848554844796,8.370177494893333e-09,8.0,4.0,605
87,90.54650545788878,0.39999908421135566,-90.54650545788878,9.468415844321516e-09,8.0,4.0,605
88,90.54832996080084,0.4000006363033882,-90.54832996080084,8.39347027006011e-09,8.0,4.0,605
89,90.54605358316881,0.4000009865423383,-90.54605358316881,9.43568892748202e-09,8.0,4.0,605
90,90.54835379512737,0.4000001358275075,-90.54835379512737,8.385720753526897e-09,8.0,4.0,605
91,90.54601456659866,0.4000008241153052,-90.54601456659866,6.522016799675132e-09,8.0,4.0,606
92,90.54849730084314,0.39999907498383985,-90.54849730084314,8.691682336030463e-09,8.0,4.0,605
93,90.54608967305417,0.4000001153263309,-90.54608967305417,9.845485594740398e-09,8.0,4.0,605
94,90.54827743290906,0.39999993307010473,-90.54827743290906,8.471299438356528e-09,8.0,4.0,605
95,90.54624812446322,0.3999990358574094,-90.54624812446322,9.951095874977075e-09,8.0,4.0,605
96,90.54801545895752,0.40000105771378314,-90.54801545895752,8.79036849818128e-09,8.0,4.0,605
97,90.5460501684494,0.39999988041319023,-90.5460501684494,9.977330124057258e-09,8.0,4.0,605
98,90.54818398417547,0.4000000143644405,-90.54818398417547,8.556966406827363e-09,8.0,4.0,605
99,90.54618390137439,0.3999989723605791,-90.54618390137439,6.594277657079661e-09,8.0,4.0,606
100,90.54799331901359,0.40000082251570623,-90.54799331901359,7.979736848340613e-09,8.0,4.0,605
101,90.54598903956808,0.3999998444206291,-90.54598903956808,9.834065306378489e-09,8.0,4.0,605
102,90.54819804102847,0.3999996351106111,-90.54819804102847,8.380693927154547e-09,8.0,4.0,605
103,90.54573220184885,0.4000010349847641,-90.54573220184885,6.582000429957154e-09,8.0,4.0,606
104,90.54804047802904,0.4000003347071964,-90.54804047802904,8.660974689219377e-09,8.0,4.0,605
105,90.54586668013454,0.4000002113420622,-90.54586668013454,9.901085300624197e-09,8.0,4.0,605
106,90.54825217794333,0.39999913504024726,-90.54825217794333,8.47302110825135e-09,8.0,4.0,605
107,90.5460632020582,0.3999990485097215,-90.5460632020582,9.958311963598492e-09,8.0,4.0,605
108,90.54809278943141,0.39999985131577004,-90.54809278943141,8.495563175081704e-09,8.0,4.0,605
109,90.5459101272306,0.399999767286331,-90.5459101272306,9.841101930716483e-09,8.0,4.0,605
110,90.54789756774272,0.4000007943939597,-90.54789756774272,8.660680457918713e-09,8.0,4.0,605
111,90.54571515432387,0.4000007227902175,-90.54571515432387,9.430324369064357e-09,8.0,4.0,605
112,90.54812899531441,0.39999954886277944,-90.54812899531441,7.998140763762526e-09,8.0,4.0,605
113,90.54588932945524,0.399999709910544,-90.54588932945524,9.126606549530488e-09,8.0,4.0,605
114,90.54799539105055,0.40000016196450133,-90.54799539105055,7.790773060443514e-09,8.0,4.0,605
115,90.54574598331729,0.4000004020027395,-90.54574598331729,9.42509269222246e-09,8.0,4.0,605
116,90.54782335272931,0.4000010084121449,-90.54782335272931,8.362558126636638e-09,8.0,4.0,605
117,90.54597130842893,0.3999991653558126,-90.54597130842893,9.381504835847081e-09,8.0,4.0,605
118,90.54806433076646,0.3999997142431239,-90.54806433076646,8.45735522453837e-09,8.0,4.0,605
119,90.54584152126182,0.3999997773394068,-90.54584152126182,6.659762060659738e-09,8.0,4.0,606
120,90.54795699692248,0.400000229192555,-90.54795699692248,8.441587611678379e-09,8.0,4.0,605
121,90.54567862910946,0.4000005917125115,-90.54567862910946,6.7309151468234654e-09,8.0,4.0,606
122,90.54781331963821,0.400000946673352,-90.54781331963821,8.23613851191141e-09,8.0,4.0,605
123,90.54591384948424,0.39999931697591085,-90.54591384948424,9.45444818583684e-09,8.0,4.0,605
124,90.54808031153424,0.39999953037811736,-90.54808031153424,7.460657528413176e-09,8.0,4.0,605
125,90.54580107112575,0.3999998506812598,-90.54580107112575,6.4548970527299905e-09,8.0,4.0,606
126,90.5479964620663,0.39999993356200064,-90.5479964620663,8.530799465138611e-09,8.0,4.0,605
127,90.54565707550934,0.40000057537017386,-90.54565707550934,9.985889148576382e-09,8.0,4.0,605
128,90.54787487034352,0.4000005449505972,-90.54787487034352,8.533872059806046e-09,8.0,4.0,605
129,90.54591168001237,0.39999920770589636,-90.54591168001237,9.135859142655358e-09,8.0,4.0,605
130,90.5481604575301,0.3999990350840814,-90.5481604575301,8.608988823088615e-09,8.0,4.0,605
131,90.54581803815802,0.39999964816173367,-90.54581803815802,6.6480257496875815e-09,8.0,4.0,606
132,90.54809649763456,0.39999934111008695,-90.54809649763456,8.414765158999376e-09,8.0,4.0,605
133,90.5456922713384,0.40000028330408777,-90.5456922713384,9.470969714487178e-09,8.0,4.0,605
134,90.54799353213613,0.3999998608844351,-90.54799353213613,8.461626412435089e-09,8.0,4.0,605
135,90.54556018381223,0.4000009575957747,-90.54556018381223,9.465295854851811e-09,8.0,4.0,605
136,90.5478780012748,0.40000045173961873,-90.5478780012748,8.40623174071591e-09,8.0,4.0,605
137,90.54583124227476,0.39999951323394684,-90.54583124227476,6.595566958827349e-09,8.0,4.0,606
138,90.54817352542331,0.3999988928931732,-90.54817352542331,7.49758013871313e-09,8.0,4.0,605
139,90.54575311360855,0.3999998813039713,-90.54575311360855,9.136030414024556e-09,8.0,4.0,605
140,90.54812117507056,0.3999991481336911,-90.54812117507056,8.678468519769978e-09,8.0,4.0,605
141,90.54564163464794,0.4000004502905304,-90.54564163464794,9.268857865222211e-09,8.0,4.0,605
142,90.54803141231147,0.39999960729729245,-90.54803141231147,8.699077994732606e-09,8.0,4.0,605
143,90.54552423258602,0.4000010551612169,-90.54552423258602,6.567448058032579e-09,8.0,4.0,606
144,90.54792972984117,0.40000013305334436,-90.54792972984117,8.377953086140768e-09,8.0,4.0,605
145,90.54581015371909,0.39999954014374606,-90.54581015371909,9.541117168106844e-09,8.0,4.0,605
146,90.5478123313049,0.40000072212016946,-90.5478123313049,8.216622929010479e-09,8.0,4.0,605
147,90.5457715550317,0.3999997379979012,-90.5457715550317,8.964685659067153e-09,8.0,4.0,605
148,90.5481244830744,0.39999910569028785,-90.5481244830744,8.566036355851925e-09,8.0,4.0,605
149,90.54567079209647,0.40000023351426606,-90.54567079209647,6.6506168642065885e-09,8.0,4.0,606
150,90.54809613638194,0.39999924327927344,-90.54809613638194,8.840707128756208e-09,8.0,4.0,605
151,90.54556540883392,0.4000007744520002,-90.54556540883392,6.578425463865673e-09,8.0,4.0,606
152,90.54802668092766,0.3999996005407066,-90.54802668092766,8.574496754186487e-09,8.0,4.0,605
153,90.54586566472202,0.3999991850257475,-90.54586566472202,6.661883641605994e-09,8.0,4.0,606
154,90.54793312453923,0.40000006533405713,-90.54793312453923,8.702025754865465e-09,8.0,4.0,605
155,90.54584202578872,0.3999993051094434,-90.54584202578872,6.684678530423981e-09,8.0,4.0,606
156,90.54783816665669,0.4000005599415079,-90.54783816665669,8.594226791028816e-09,8.0,4.0,605
157,90.54577875485758,0.3999996374214387,-90.54577875485758,6.655498790450279e-09,8.0,4.0,606
158,90.54774709828907,0.40000103915040086,-90.54774709828907,8.66291817682879e-09,8.0,4.0,605
159,90.54570344510851,0.4000000340131824,-90.54570344510851,9.74863262459645e-09,8.0,4.0,605
160,90.54808569591107,0.39999929247454324,-90.54808569591107,8.867144558489608e-09,8.0,4.0,605
161,90.54560199253712,0.4000005356184727,-90.54560199253712,6.619300785821125e-09,8.0,4.0,606
162,90.54807994748299,0.39999931513295484,-90.54807994748299,8.740926608184089e-09,8.0,4.0,605
163,90.54550728245812,0.40000102226560996,-90.54550728245812,9.842301518047016e-09,8.0,4.0,605
164,90.5480326205341,0.3999995586820902,-90.5480326205341,8.191285329001646e-09,8.0,4.0,605
165,90.54582334904367,0.39999935204324455,-90.54582334904367,9.16499244738013e-09,8.0,4.0,605
166,90.54796147753291,0.3999999077557855,-90.54796147753291,8.725917093751372e-09,8.0,4.0,605
167,90.54581771005202,0.39999937925090184,-90.54581771005202,6.6841868762073504e-09,8.0,4.0,606
168,90.54788892455197,0.40000028640162316,-90.54788892455197,7.9447152009579e-09,8.0,4.0,605
169,90.54577364121847,0.3999996122633663,-90.54577364121847,9.735204196733063e-09,8.0,4.0,605
170,90.54782014374409,0.4000006500313146,-90.54782014374409,8.044505507156098e-09,8.0,4.0,605
171,90.54571818154584,0.3999999060468751,-90.54571818154584,6.7197731470585445e-09,8.0,4.0,606
172,90.54775320234268,0.4000010053392913,-90.54775320234268,8.636945909525096e-09,8.0,4.0,605
173,90.5456589354435,0.40000021995882684,-90.5456589354435,9.326712374432002e-09,8.0,4.0,605
174,90.5481158083543,0.3999991351677334,-90.5481158083543,7.986873631827531e-09,8.0,4.0,605
175,90.54557711734365,0.40000061987601154,-90.54557711734365,6.747559402815633e-09,8.0,4.0,606
176,90.54813386614221,0.3999990341505852,-90.54813386614221,7.58832986626389e-09,8.0,4.0,605
177,90.545503430387,0.4000009973415974,-90.545503430387,9.968102998493188e-09,8.0,4.0,605
178,90.54811020864997,0.3999991543681153,-90.54811020864997,8.664262010755508e-09,8.0,4.0,605
179,90.54584050352179,0.39999921873395894,-90.54584050352179,6.724616645620061e-09,8.0,4.0,606
180,90.54806120081605,0.3999993884017111,-90.54806120081605,8.836408157369128e-09,8.0,4.0,605
181,90.54585502257642,0.3999991417590242,-90.54585502257642,9.991488839757558e-09,8.0,4.0,605
182,90.54801054450041,0.3999996531157073,-90.54801054450041,8.783453499560356e-09,8.0,4.0,605
183,90.54583153039836,0.3999992680790635,-90.54583153039836,9.692425283682666e-09,8.0,4.0,605
184,90.54796340098208,0.39999990392132717,-90.54796340098208,8.324596517303221e-09,8.0,4.0,605
185,90.54579652733203,0.3999994555896804,-90.54579652733203,9.449221817429543e-09,8.0,4.0,605
186,90.54791759880264,0.4000001488055728,-90.54791759880264,8.720172150965855e-09,8.0,4.0,605
187,90.54575740585743,0.39999966478681925,-90.54575740585743,9.49698725308399e-09,8.0,4.0,605
188,90.54787288084563,0.40000038828336704,-90.54787288084563,7.869324797285632e-09,8.0,4.0,605
189,90.5457170886884,0.39999988016191024,-90.5457170886884,6.418444212951433e-09,8.0,4.0,606
190,90.5478294871603,0.40000062083891014,-90.5478294871603,8.837459819227427e-09,8.0,4.0,605
191,90.54567694218439,0.4000000945102989,-90.54567694218439,9.533481269941052e-09,8.0,4.0,605
192,90.54778765858539,0.40000084511268885,-90.54778765858539,8.603020352464158e-09,8.0,4.0,605
193,90.54563765810965,0.40000030420318367,-90.54563765810965,9.36261860605166e-09,8.0,4.0,605
194,90.54774754550807,0.40000106027436055,-90.54774754550807,7.84348185410566e-09,8.0,4.0,605
195,90.54559959724817,0.4000005073556634,-90.54559959724817,6.742610206963799e-09,8.0,4.0,606
196,90.54813732660914,0.3999990484105154,-90.54813732660914,8.795525259908381e-09,8.0,4.0,605
197,90.54554140896127,0.40000078353432283,-90.54554140896127,6.629848808251334e-09,8.0,4.0,606
198,90.5477540591591,0.40000102400876797,-90.5477540591591,7.926013144957025e-09,8.0,4.0,605
199,90.54551353806163,0.4000009530513412,-90.54551353806163,6.6648530322507504e-09,8.0,4.0,606
200,90.54810343122763,0.3999992262457967,-90.54810343122763,8.646199213755649e-09,8.0,4.0,605
