iter,compliance,volume,tip_dy
1.0,819.2572539610997,0.3921615513954206,-819.257253962857
2.0,434.4449846032103,0.399998098499345,-434.44498460324985
3.0,291.43602670502514,0.3999896021342974,-291.43602670511217
4.0,214.79438756685545,0.4000089465055224,-214.79438756685795
5.0,178.42677998928144,0.3999825591444291,-178.42677998925683
6.0,158.0081446175349,0.40000693890080374,-158.00814461748618
7.0,144.94996335875018,0.40000007516608993,-144.9499633587522
8.0,135.22566066252446,0.4000074855541511,-135.22566066254572
9.0,127.88457157084139,0.40000538131787666,-127.88457157087066
10.0,122.4324954538395,0.4000008808161045,-122.43249545381877
11.0,118.50209522766701,0.3999891332544483,-118.50209522766659
12.0,115.57819147772685,0.39999931564398905,-115.57819147773687
13.0,113.61714587367786,0.4000006326812728,-113.61714587368654
14.0,112.10759273008746,0.39999893635107353,-112.10759273012695
15.0,110.9324086904627,0.399995577332028,-110.9324086904885
16.0,109.90155196111047,0.3999974327785482,-109.90155196105204
17.0,109.12083961372659,0.3999988899520189,-109.12083961374981
18.0,108.61127246374068,0.4000001840955641,-108.61127246374102
19.0,108.23694632067287,0.3999977561038709,-108.23694632067145
20.0,107.92908052216032,0.39999886017528563,-107.92908052215435
21.0,104.2198678739469,0.4010499956980549,-104.21986787395664
22.0,104.26657699217475,0.3999992540400366,-104.26657699213966
23.0,104.07495900943462,0.400003387552958,-104.07495900942551
24.0,103.90825305373106,0.39999776289885275,-103.90825305371568
25.0,103.75573422611726,0.4000003029401549,-103.7557342260936
26.0,109.03399866135706,0.3999992303239196,-109.03399866136502
27.0,108.84244413291742,0.3999986441379836,-108.84244413291464
28.0,108.68016141967422,0.4000017072841888,-108.68016141965305
29.0,108.52890007445025,0.39999818739695514,-108.52890007448372
30.0,108.38423645726131,0.4000014158372967,-108.38423645727366
31.0,108.24598398714573,0.39999880285679024,-108.24598398715423
32.0,108.11405194273058,0.40000057461099153,-108.11405194273848
33.0,107.99859995004246,0.39999939380114,-107.99859995005323
34.0,107.89123494242061,0.3999996770871294,-107.89123494243586
35.0,107.7915423073635,0.40000069440485286,-107.79154230734109
36.0,107.69642053515425,0.3999997618416819,-107.69642053515597
37.0,107.605640189544,0.39999894557569043,-107.60564018953812
38.0,107.51492681570068,0.3999988386788477,-107.51492681571114
39.0,107.42925624077964,0.3999988803473783,-107.42925624080902
40.0,107.35879946301631,0.39999973179370923,-107.35879946303402
41.0,98.21483201548699,0.40069458269077585,-98.2148320154752
42.0,98.27757486236494,0.3999992368338521,-98.27757486238289
43.0,98.18940110760397,0.4000001568260539,-98.18940110762888
44.0,98.12889476433419,0.3999988301501633,-98.12889476435524
45.0,98.08160582685073,0.40000084516851064,-98.08160582691374
46.0,98.03337871123351,0.3999990702648168,-98.0333787112446
47.0,97.97985694757057,0.39999900478045625,-97.9798569475865
48.0,97.9307580202689,0.39999993993752,-97.93075802027981
49.0,97.90010975673408,0.3999995646344308,-97.90010975671944
50.0,97.88076314178791,0.39999911485056494,-97.88076314178589
51.0,97.86004086745706,0.39999936772115147,-97.86004086745083
52.0,97.83369345345679,0.40000039370298357,-97.83369345344695
53.0,97.7988436151399,0.3999996761033285,-97.79884361512454
54.0,97.76070827322206,0.40000038407155586,-97.76070827322707
55.0,97.73268519229873,0.3999988346093483,-97.7326851923043
56.0,97.71839501351604,0.3999988341307201,-97.71839501353537
57.0,97.69825017719698,0.40000030977825196,-97.69825017721234
58.0,97.66995766854319,0.40000053438794403,-97.66995766854077
59.0,97.63839183221711,0.39999952641169256,-97.63839183220881
60.0,97.61209490581015,0.39999916120726764,-97.6120949057497
61.0,90.78921341270888,0.39972784954679624,-90.78921341276126
62.0,90.64226063318645,0.4000003609644581,-90.64226063318544
63.0,90.58444323694766,0.4000015710924064,-90.58444323699413
64.0,90.5670877432277,0.40000022193216406,-90.56708774321864
65.0,90.55180966966013,0.40000024730441425,-90.55180966966634
66.0,90.55086999959364,0.4000009862312944,-90.55086999962238
67.0,90.54568486150954,0.40000070448434416,-90.54568486153494
68.0,90.54875221789565,0.40000061532867615,-90.54875221794507
69.0,90.54432891065439,0.4000009551249427,-90.54432891069263
70.0,90.54838189450666,0.40000032114803596,-90.54838189457644
71.0,90.54452024709019,0.39999885869722474,-90.54452024711735
72.0,90.5483967713069,0.400000255661743,-90.54839677133957
73.0,90.5447701216878,0.4000002475842468,-90.54477012172961
74.0,90.5487880215144,0.399999964682246,-90.54878802152268
75.0,90.54595831814406,0.3999994484132674,-90.54595831817824
76.0,90.54918206165891,0.40000019655867664,-90.5491820616856
77.0,90.54736683265261,0.39999872379116586,-90.54736683270464
78.0,90.54936834678401,0.40000033883332614,-90.54936834684587
79.0,90.54695754838876,0.4000009777152399,-90.5469575484401
80.0,90.54941267537258,0.39999882665048964,-90.54941267545354
81.0,90.54670797158178,0.4000009844563046,-90.54670797157793
82.0,90.54912946864692,0.3999989784812865,-90.54912946863357
83.0,90.5466683513678,0.3999999524864043,-90.54666835140524
84.0,90.54877057001671,0.3999997128356357,-90.5487705700281
85.0,90.54633262339561,0.4000007337503077,-90.54633262341369
86.0,90.54851443677323,0.4000002264318764,-90.54851443679586
87.0,90.54611107965684,0.4000011983380575,-90.54611107969741
88.0,90.5484406807056,0.40000005369916747,-90.54844068070388
89.0,90.54605426784818,0.40000100789748133,-90.54605426785456
90.0,90.54854081908817,0.39999913391097636,-90.54854081909622
91.0,90.54613580393405,0.40000020219554455,-90.54613580397006
92.0,90.54826033850156,0.400000257654738,-90.5482603385377
93.0,90.54633713194195,0.3999988606074175,-90.546337131984
94.0,90.54846714678271,0.3999989199929982,-90.54846714680963
95.0,90.54610955824276,0.3999997936294117,-90.54610955829381
96.0,90.54827737189268,0.39999968183594964,-90.54827737188192
97.0,90.5458401163325,0.4000010080760808,-90.54584011634589
98.0,90.54804683055866,0.4000006989239814,-90.54804683055507
99.0,90.54603621102393,0.3999997966887543,-90.54603621104664
100.0,90.5482952613331,0.39999924451061464,-90.54829526138997
101.0,90.54582452570241,0.4000007261084446,-90.54582452573439
102.0,90.54813367258137,0.3999999381168916,-90.54813367265723
103.0,90.54605023320877,0.3999993952519762,-90.54605023320417
104.0,90.54790788901178,0.4000009756423585,-90.54790788904756
105.0,90.54588029358254,0.4000001868150163,-90.54588029358916
106.0,90.5481744437115,0.39999951790373295,-90.54817444373774
107.0,90.54610987142587,0.39999885074562136,-90.54610987141605
108.0,90.54801981880735,0.4000002102263316,-90.54801981884029
109.0,90.54595872307036,0.3999995607824785,-90.54595872304553
110.0,90.54782338250534,0.4000011607706291,-90.54782338256017
111.0,90.54576528585346,0.40000050924675606,-90.5457652858423
112.0,90.54812735263658,0.3999995411568633,-90.5481273526698
113.0,90.54600622802204,0.3999991395929821,-90.54600622805599
114.0,90.5480039006704,0.4000000958659087,-90.54800390071435
115.0,90.54587506748796,0.3999997663212529,-90.54587506751746
116.0,90.54783527424925,0.40000092311054836,-90.54783527430408
117.0,90.54570259150243,0.40000062541713516,-90.54570259151208
118.0,90.54816470369116,0.3999991923174132,-90.54816470372822
119.0,90.54596682150833,0.399999152886812,-90.54596682152047
120.0,90.54806684837655,0.39999963137796657,-90.54806684842843
121.0,90.54585914191253,0.39999967296653965,-90.54585914194215
122.0,90.5479236072806,0.4000003414058454,-90.54792360734149
123.0,90.54571173556997,0.40000041360460786,-90.54571173559462
124.0,90.5477716841648,0.4000011084206823,-90.5477716841651
125.0,90.54555458242362,0.4000012118613531,-90.54555458239517
126.0,90.54812473440208,0.3999992741600494,-90.54812473445674
127.0,90.54584215128476,0.3999996335427475,-90.54584215130483
128.0,90.54805197966175,0.3999995973808757,-90.5480519797236
129.0,90.54575951245175,0.4000000356448706,-90.54575951244269
130.0,90.54793404644983,0.40000018785125624,-90.54793404647882
131.0,90.54563728822683,0.40000065541246166,-90.54563728827975
132.0,90.54780693808583,0.40000083582091484,-90.54780693812165
133.0,90.54597816940783,0.3999988414234241,-90.54597816939483
134.0,90.54816427423523,0.39999895207976893,-90.54816427422544
135.0,90.54590846112819,0.39999915671035624,-90.54590846116136
