iter,compliance,volume,tip_dy,pcg_res,beta,penal,pcg_iters
72,6.210988088992618,0.2999992184668896,-6.210988088992618,9.636565870991598e-09,8.0,4.0,139
73,6.210220385644663,0.2999990804945489,-6.210220385644663,9.573325435430697e-09,8.0,4.0,139
74,6.2095601309811475,0.3000005758108174,-6.2095601309811475,9.246473796212544e-09,8.0,4.0,139
75,6.209143292308126,0.29999998569635483,-6.209143292308126,9.400567409271871e-09,8.0,4.0,139
76,6.208919512538365,0.2999990312159621,-6.208919512538365,9.026665699509055e-09,8.0,4.0,139
77,6.208672530505212,0.2999998045650769,-6.208672530505212,9.373149483180886e-09,8.0,4.0,139
78,6.208757884853219,0.3000001643110568,-6.208757884853219,8.972229169549618e-09,8.0,4.0,139
79,6.208367843708038,0.3000008947334177,-6.208367843708038,9.197265500676983e-09,8.0,4.0,139
80,6.208562628935152,0.3000007706597869,-6.208562628935152,9.00103543184505e-09,8.0,4.0,139
81,6.208183753946889,0.30000066023055405,-6.208183753946889,9.136439600362505e-09,8.0,4.0,139
82,6.208433003281621,0.3000008714781984,-6.208433003281621,8.933615824503984e-09,8.0,4.0,139
83,6.208065921367002,0.3000002465814064,-6.208065921367002,8.593368957276351e-09,8.0,4.0,139
84,6.20835763143537,0.2999993751466091,-6.20835763143537,8.68953688742766e-09,8.0,4.0,139
85,6.207994015035383,0.299999371551513,-6.207994015035383,9.054338348497849e-09,8.0,4.0,139
86,6.20828254074593,0.3000007392024985,-6.20828254074593,8.774260669109814e-09,8.0,4.0,139
87,6.207938921240436,0.29999933922098393,-6.207938921240436,9.6248486219917e-09,8.0,4.0,139
88,6.208238199442566,0.300000546729273,-6.208238199442566,8.956330121098006e-09,8.0,4.0,139
89,6.207891013397203,0.30000019606487327,-6.207891013397203,9.798949671692499e-09,8.0,4.0,139
90,6.2082117658950295,0.299999648051514,-6.2082117658950295,9.10959178222477e-09,8.0,4.0,139
91,6.207866624617,0.29999969347927913,-6.207866624617,9.830909503531604e-09,8.0,4.0,139
92,6.208184587526383,0.2999999139597565,-6.208184587526383,9.080431600448996e-09,8.0,4.0,139
93,6.207842509349383,0.30000007302657244,-6.207842509349383,9.8235226351695e-09,8.0,4.0,139
94,6.208167057410355,0.29999984956411474,-6.208167057410355,9.148698829147025e-09,8.0,4.0,139
95,6.207830019127902,0.29999977391906246,-6.207830019127902,9.833480049414508e-09,8.0,4.0,139
96,6.208157815312794,0.29999927158192463,-6.208157815312794,9.181706360430133e-09,8.0,4.0,139
97,6.207808611409643,0.30000084937335647,-6.207808611409643,9.835143877384026e-09,8.0,4.0,139
98,6.208139685434033,0.30000003132569975,-6.208139685434033,9.203698464984815e-09,8.0,4.0,139
99,6.20780766260234,0.2999999541185837,-6.20780766260234,9.842020995770217e-09,8.0,4.0,139
100,6.208136474942318,0.299999392808343,-6.208136474942318,9.224267656739235e-09,8.0,4.0,139
101,6.207793954943096,0.30000071278351415,-6.207793954943096,9.853029088144533e-09,8.0,4.0,139
102,6.208128323529603,0.29999948168103174,-6.208128323529603,9.259376109693777e-09,8.0,4.0,139
103,6.207799659450917,0.2999994729657776,-6.207799659450917,9.858314369419777e-09,8.0,4.0,139
104,6.208122050943659,0.29999941896497445,-6.208122050943659,9.21287185383336e-09,8.0,4.0,139
105,6.207792587849758,0.2999997678444454,-6.207792587849758,9.873022951962491e-09,8.0,4.0,139
106,6.208106837172481,0.30000050797332123,-6.208106837172481,9.14076695094019e-09,8.0,4.0,139
107,6.207787438397879,0.29999999421324364,-6.207787438397879,9.889704488991935e-09,8.0,4.0,139
108,6.208110570874904,0.29999965361435166,-6.208110570874904,9.087476269920558e-09,8.0,4.0,139
109,6.2077849350834695,0.3000000034931829,-6.2077849350834695,9.900277045922614e-09,8.0,4.0,139
110,6.208096832111786,0.3000007152647303,-6.208096832111786,9.472804963230797e-09,8.0,4.0,139
111,6.207784069857935,0.29999988383617443,-6.207784069857935,9.601809887722503e-09,8.0,4.0,139
112,6.208101435302505,0.29999983084584325,-6.208101435302505,9.566170819200406e-09,8.0,4.0,139
113,6.2077849353060035,0.2999995837509451,-6.2077849353060035,9.335387741894304e-09,8.0,4.0,139
114,6.208096800276243,0.2999999946218306,-6.208096800276243,9.586691258059337e-09,8.0,4.0,139
115,6.207771564946715,0.3000009117990835,-6.207771564946715,9.299510407171656e-09,8.0,4.0,139
116,6.208095131343066,0.2999999623875096,-6.208095131343066,9.53989730704555e-09,8.0,4.0,139
117,6.207776340302689,0.3000002631153045,-6.207776340302689,9.353238999128925e-09,8.0,4.0,139
118,6.208095251004915,0.29999970046848734,-6.208095251004915,9.513127895163483e-09,8.0,4.0,139
119,6.207784708106378,0.29999920272251823,-6.207784708106378,9.384142643042448e-09,8.0,4.0,139
120,6.208082783196595,0.3000008058954778,-6.208082783196595,9.522662343503667e-09,8.0,4.0,139
121,6.207777270388642,0.29999992067862313,-6.207777270388642,9.38678164663765e-09,8.0,4.0,139
122,6.208086386803296,0.3000002810565606,-6.208086386803296,9.540346250008191e-09,8.0,4.0,139
123,6.207769235540121,0.3000007332128057,-6.207769235540121,9.630456790958998e-09,8.0,4.0,139
124,6.208095182044522,0.299999223680128,-6.208095182044522,9.439940955211326e-09,8.0,4.0,139
125,6.207779409827168,0.2999995409674364,-6.207779409827168,9.458551979654178e-09,8.0,4.0,139
126,6.20808885526512,0.2999997488436761,-6.20808885526512,9.42551508890663e-09,8.0,4.0,139
127,6.2077744518832745,0.30000003139222003,-6.2077744518832745,9.061177770895468e-09,8.0,4.0,139
128,6.208082074464565,0.30000040656682636,-6.208082074464565,9.237163310684364e-09,8.0,4.0,139
129,6.2077688048303825,0.3000006195768324,-6.2077688048303825,9.078377623601193e-09,8.0,4.0,139
130,6.2080914177153455,0.299999341770934,-6.2080914177153455,9.381297921834966e-09,8.0,4.0,139
131,6.207781121924509,0.2999991998894401,-6.207781121924509,9.186888883289548e-09,8.0,4.0,139
132,6.208088656863532,0.29999949734124026,-6.208088656863532,9.421327941918053e-09,8.0,4.0,139
133,6.207778343429577,0.29999944434673315,-6.207778343429577,9.237850926397284e-09,8.0,4.0,139
134,6.208085390679387,0.2999997842672476,-6.208085390679387,9.496586108977928e-09,8.0,4.0,139
135,6.207774507903772,0.2999998310195936,-6.207774507903772,9.23416907308467e-09,8.0,4.0,139
136,6.2080821249799065,0.30000009750422146,-6.2080821249799065,9.542902151689885e-09,8.0,4.0,139
137,6.207770595407623,0.3000002364192526,-6.207770595407623,9.230785791252095e-09,8.0,4.0,139
138,6.208079098020873,0.3000003962998481,-6.208079098020873,9.560410465998848e-09,8.0,4.0,139
139,6.20776685106428,0.3000006283141045,-6.20776685106428,9.25050551365024e-09,8.0,4.0,139
140,6.208076393019901,0.30000066638494777,-6.208076393019901,9.566353884645738e-09,8.0,4.0,139
141,6.207780473291182,0.29999909057412166,-6.207780473291182,9.286261559295332e-09,8.0,4.0,139
142,6.208088692614364,0.2999992300564268,-6.208088692614364,9.572241809484248e-09,8.0,4.0,139
143,6.207778465891625,0.2999992038203642,-6.207778465891625,9.327637417479558e-09,8.0,4.0,139
144,6.208074864784415,0.3000006705252191,-6.208074864784415,9.587474147245229e-09,8.0,4.0,139
145,6.207776716810592,0.29999940720498763,-6.207776716810592,9.229538421922443e-09,8.0,4.0,139
146,6.208086525458106,0.29999939157284217,-6.208086525458106,9.60522535762749e-09,8.0,4.0,139
147,6.207772751044868,0.299999748264744,-6.207772751044868,9.022557698508615e-09,8.0,4.0,139
148,6.208088108737819,0.2999991909751995,-6.208088108737819,9.5975695652575e-09,8.0,4.0,139
149,6.207769867649059,0.3000000169674821,-6.207769867649059,8.925960501311902e-09,8.0,4.0,139
150,6.208087983765921,0.29999918387415947,-6.208087983765921,9.498006702306784e-09,8.0,4.0,139
151,6.207767213429746,0.30000027256014866,-6.207767213429746,8.895522891618262e-09,8.0,4.0,139
152,6.208087406376374,0.29999923140542883,-6.208087406376374,9.420324275530841e-09,8.0,4.0,139
153,6.20776479999988,0.3000005096110736,-6.20776479999988,8.895618511812845e-09,8.0,4.0,139
154,6.208086735767202,0.29999929238442913,-6.208086735767202,9.379977349881113e-09,8.0,4.0,139
155,6.207762588963727,0.3000007287560084,-6.207762588963727,8.895977429224172e-09,8.0,4.0,139
156,6.2080860946618746,0.2999993522088928,-6.2080860946618746,9.367456594781644e-09,8.0,4.0,139
157,6.207760564980317,0.30000093010576623,-6.207760564980317,8.896024587609875e-09,8.0,4.0,139
158,6.208085525593425,0.29999940548608245,-6.208085525593425,9.366956876384458e-09,8.0,4.0,139
159,6.207776512938105,0.29999915602056754,-6.207776512938105,8.895336877162554e-09,8.0,4.0,139
160,6.208084091001205,0.29999946960279045,-6.208084091001205,9.372706291019536e-09,8.0,4.0,139
161,6.207777173561213,0.29999904894373064,-6.207777173561213,8.89366180657016e-09,8.0,4.0,139
162,6.208083776507926,0.2999994723497472,-6.208083776507926,9.379771866180491e-09,8.0,4.0,139
163,6.207776470030779,0.29999910437287436,-6.207776470030779,9.11105031622359e-09,8.0,4.0,139
164,6.208083629432417,0.29999947335018584,-6.208083629432417,9.313952053171816e-09,8.0,4.0,139
165,6.207775462679391,0.299999197262552,-6.207775462679391,9.602373855763142e-09,8.0,4.0,139
166,6.208083503258805,0.29999947691818185,-6.208083503258805,9.332358230854653e-09,8.0,4.0,139
167,6.207774401371895,0.29999929773310335,-6.207774401371895,9.826664020200869e-09,8.0,4.0,139
168,6.208083406052557,0.2999994791679472,-6.208083406052557,9.454547885426478e-09,8.0,4.0,139
169,6.207773377938693,0.29999939506318596,-6.207773377938693,9.765013568204576e-09,8.0,4.0,139
170,6.208083346092287,0.2999994781869979,-6.208083346092287,9.564320919958909e-09,8.0,4.0,139
171,6.207772426324227,0.2999994852731789,-6.207772426324227,9.638245430069908e-09,8.0,4.0,139
172,6.208083326352543,0.29999947324817816,-6.208083326352543,9.590257114240597e-09,8.0,4.0,139
173,6.20777155775624,0.29999956700843255,-6.20777155775624,9.534912364792742e-09,8.0,4.0,139
174,6.208083346334099,0.2999994642216649,-6.208083346334099,9.593109272393173e-09,8.0,4.0,139
175,6.2077707735900285,0.29999964004192514,-6.2077707735900285,9.468440333884783e-09,8.0,4.0,139
176,6.208083403769766,0.2999994512618597,-6.208083403769766,9.585730630039635e-09,8.0,4.0,139
177,6.207770070879903,0.2999997046397225,-6.207770070879903,9.43125733505342e-09,8.0,4.0,139
178,6.208083495580145,0.29999943465475915,-6.208083495580145,9.573199410966362e-09,8.0,4.0,139
179,6.2077694448488465,0.2999997612814954,-6.2077694448488465,9.407868316699044e-09,8.0,4.0,139
180,6.2080836183737205,0.299999414742976,-6.2080836183737205,9.561234605630035e-09,8.0,4.0,139
181,6.207768890036806,0.29999981053089686,-6.207768890036806,9.388559530310109e-09,8.0,4.0,139
182,6.208083768708693,0.29999939188756636,-6.208083768708693,9.551287620844976e-09,8.0,4.0,139
183,6.207768400845454,0.2999998529736963,-6.207768400845454,9.373149470923473e-09,8.0,4.0,139
184,6.208083943233062,0.299999366447808,-6.208083943233062,9.542097484958574e-09,8.0,4.0,139
185,6.207767971800083,0.29999988918751797,-6.207767971800083,9.362137492136808e-09,8.0,4.0,139
186,6.208084138758536,0.2999993387702538,-6.208084138758536,9.534254437109077e-09,8.0,4.0,139
187,6.207767597674925,0.2999999197269286,-6.207767597674925,9.354742008424648e-09,8.0,4.0,139
188,6.208084352298653,0.2999993091828067,-6.208084352298653,9.527493215386517e-09,8.0,4.0,139
189,6.20776727354926,0.2999999451163205,-6.20776727354926,9.347997165482444e-09,8.0,4.0,139
190,6.208084581086001,0.29999927799164483,-6.208084581086001,9.522865795975553e-09,8.0,4.0,139
191,6.207766994828701,0.2999999658468282,-6.207766994828701,9.342275894585294e-09,8.0,4.0,139
192,6.2080848225772565,0.2999992454798549,-6.2080848225772565,9.518665305695891e-09,8.0,4.0,139
193,6.207766757248321,0.2999999823753857,-6.207766757248321,9.338061789860606e-09,8.0,4.0,139
194,6.208085074450235,0.2999992119071295,-6.208085074450235,9.51470596621629e-09,8.0,4.0,139
195,6.207766556864704,0.2999999951251208,-6.207766556864704,9.334871982616278e-09,8.0,4.0,139
196,6.208085334597071,0.29999917751010835,-6.208085334597071,9.511780513395706e-09,8.0,4.0,139
197,6.2077663900437665,0.30000000448633024,-6.2077663900437665,9.332910882829004e-09,8.0,4.0,139
198,6.208069984158368,0.3000008372211211,-6.208069984158368,9.508684908800414e-09,8.0,4.0,139
199,6.207767582304481,0.29999994539611013,-6.207767582304481,9.333363496572026e-09,8.0,4.0,139
200,6.208081283948286,0.29999962873719505,-6.208081283948286,9.510901613449705e-09,8.0,4.0,139
