iter,compliance,volume,tip_dy
1.0,165.50221446025728,0.28644450100577945,-165.50221446026893
2.0,47.93513223968277,0.30000588044393783,-47.935132239682886
3.0,24.51893303152401,0.2999988038757623,-24.5189330315247
4.0,14.379626229035456,0.2999952841342196,-14.379626229035106
5.0,10.212768399655417,0.29999652421288014,-10.212768399656062
6.0,8.498906043321554,0.30000990493882146,-8.49890604332191
7.0,7.647379754881777,0.29999829748822665,-7.647379754882796
8.0,7.31162027851721,0.299997145675588,-7.311620278517548
9.0,7.168741792397864,0.30000193774187944,-7.168741792398515
10.0,7.105326257347121,0.2999983639391247,-7.105326257347862
11.0,7.069128134125216,0.2999991434732189,-7.069128134126864
12.0,7.044546043937925,0.30000118625454586,-7.044546043946326
13.0,7.027086871009072,0.2999986726907497,-7.027086871009519
14.0,7.015080034749607,0.2999996312167851,-7.015080034751828
15.0,7.008207342084307,0.30000049928681494,-7.008207342084416
16.0,7.003297831666369,0.30000024818514276,-7.003297831666812
17.0,6.999154436594186,0.3000015959054161,-6.999154436595044
18.0,6.995550292965859,0.3000002266296798,-6.995550292967271
19.0,6.992424736745486,0.2999991905598176,-6.992424736745836
20.0,6.989634340953668,0.2999999145086211,-6.9896343409553925
21.0,6.832286627061242,0.29942421318352785,-6.832286627061417
22.0,6.823060008161005,0.2999987720049139,-6.823060008161512
23.0,6.821680403914344,0.30000077829563104,-6.821680403918384
24.0,6.8204796720508725,0.2999997802990706,-6.820479672051367
25.0,6.81938013732901,0.3000003922769064,-6.819380137329366
26.0,7.0993240950951275,0.2999992688262867,-7.099324095097703
27.0,7.097241579136364,0.2999997876776518,-7.097241579136941
28.0,7.095929832960617,0.3000006599822784,-7.0959298329885945
29.0,7.094832644902792,0.3000000207706885,-7.094832644904108
30.0,7.093857609191365,0.3000003001602306,-7.093857609192964
31.0,7.093026919131749,0.29999945569570236,-7.093026919133259
32.0,7.092274072097945,0.29999997054561234,-7.092274072100577
33.0,7.091604377974936,0.30000056261061203,-7.091604377976527
34.0,7.091061226376022,0.29999970372449297,-7.091061226377041
35.0,7.090579917359214,0.30000020294375795,-7.090579917361059
36.0,7.090154692195257,0.2999997061409959,-7.090154692196479
37.0,7.089750858457714,0.30000026858637513,-7.08975085846045
